============================== SRIM-2012.03 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  N(1.02 MeV) ==> Layer 1(  1 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  223  7 .1015816E+07   1000461E-02 -.4064E+00  .1909E+02   .9999889  .0003759  .0047054
T  224  7 .1017022E+07   1000256E-02  .1244E+02 -.1159E+02   .9999952  .0019597  .0023790
T  225  7 .1013579E+07   1000650E-02 -.6222E+01  .1046E+02   .9999899 -.0042551  .0014212
T  226  7 .1016934E+07   1000052E-02 -.5573E+01 -.3795E+01   .9999986 -.0013319  .0010198
T  227  7 .1013846E+07   1000238E-02 -.5654E+00  .1620E+02   .9999858  .0022116  .0048447
T  228  7 .1009583E+07   1000532E-02 -.1843E+01  .1099E+02   .9999980 -.0015642  .0012513
T  229  7 .1005048E+07   1000696E-02  .4902E+02 -.1920E+02   .9997685  .0214833 -.0011732
T  230  7 .1013015E+07   1000514E-02  .1091E+02  .1925E+01   .9999906  .0022172 -.0037211
T  231  7 .1012066E+07   1000101E-02  .1192E+02  .9365E+01   .9999954  .0018184  .0024437
T  232  7 .1013132E+07   1000787E-02  .3576E+02 -.1764E+02   .9999574  .0089705 -.0021805
T  233  7 .1011626E+07   1000556E-02  .9504E+01  .9955E+01   .9999944 -.0002197  .0033516
T  234  7 .1003428E+07   1000611E-02 -.1046E+02 -.1714E+02   .9999907  .0010393 -.0041783
T  235  7 .1015052E+07   1000797E-02  .7376E+01 -.9981E+01   .9999981  .0016098 -.0010711
T  236  7 .1012678E+07   1000082E-02 -.1697E+02 -.1322E+02   .9999911 -.0020594 -.0036741
T  237  7 .1005994E+07   1000699E-02 -.3352E+01  .3454E+01   .9999972 -.0018865  .0014085
T  238  7 .1010024E+07   1000791E-02  .5244E+01  .2690E+01   .9999929  .0034240 -.0015634
T  239  7 .1011078E+07   1000430E-02  .2609E+01 -.2483E+02   .9999790  .0013776 -.0063334
T  240  7 .1015043E+07   1000451E-02  .6938E+01  .6270E+00   .9999949  .0022569  .0022672
T  241  7 .1006801E+07   1000571E-02  .6110E+01  .1234E+01   .9999962  .0027343  .0002673
T  242  7 .1012004E+07   1000628E-02  .1351E+02  .1815E+02   .9999957 -.0004782  .0028881
T  243  7 .1010992E+07   1000801E-02  .5058E+00 -.6690E+00   .9999812  .0003761  .0061187
T  244  7 .1008106E+07   1000661E-02  .3679E+02 -.1075E+01   .9999724  .0074110 -.0004753
T  245  7 .1016353E+07   1000352E-02 -.2576E+02  .1506E+02   .9999767 -.0050251  .0046103
T  246  7 .1010530E+07   1000101E-02  .5316E+01 -.9076E+01   .9999859  .0052860 -.0004507
T  247  7 .1012455E+07   1000134E-02  .5936E+01  .3228E+01   .9999940  .0026444  .0022194
T  248  7 .1007415E+07   1000764E-02  .4968E+01 -.1404E+02   .9999862 -.0024079 -.0046590
T  249  7 .1009857E+07   1000725E-02  .9204E+01  .6958E+01   .9999940  .0002938  .0034381
T  250  7 .1015341E+07   1000637E-02 -.2430E+01 -.2743E+02   .9999684 -.0013322 -.0078332
T  251  7 .1014377E+07   1000166E-02  .8426E+00  .9142E+01   .9999968  .0009204  .0023625
T  252  7 .1018556E+07   1000236E-02 -.1422E+02  .1168E+02   .9999957 -.0013645  .0026076
T  253  7 .1011504E+07   1000653E-02 -.2329E+01 -.1334E+02   .9999970 -.0006952 -.0023331
T  254  7 .1004431E+07   1000566E-02 -.2565E+02 -.4489E+02   .9999839 -.0049151 -.0028295
T  255  7 .1013124E+07   1000803E-02 -.7334E+01  .6403E+01   .9999985 -.0011289  .0012879
T  256  7 .1009756E+07   1000538E-02  .5804E+02 -.1435E+03   .9998937  .0083345 -.0119601
T  257  7 .1009634E+07   1000222E-02  .4337E+02  .1865E+02   .9999648  .0080988  .0021811
T  258  7 .1008804E+07   1000410E-02  .4193E+01  .2351E+02   .9999395 -.0013717  .0109095
T  259  7 .1012615E+07   1000682E-02 -.1583E+02  .2729E+02   .9999812 -.0008153  .0060822
T  260  7 .1010767E+07   1000628E-02 -.3627E+02 -.8293E+01   .9999648 -.0075598 -.0036485
T  261  7 .1005139E+07   1000715E-02  .3698E+02  .1840E+02   .9986216  .0494764  .0175190
T  262  7 .1009276E+07   1000760E-02  .1514E+02 -.1588E+02   .9999738  .0070610 -.0016172
T  263  7 .1007267E+07   1000400E-02  .4618E+01 -.1649E+02   .9999967 -.0017846 -.0018571
T  264  7 .1013986E+07   1000435E-02 -.8090E+02  .3485E+02   .9999105 -.0098281  .0090722
T  265  7 .1005599E+07   1000563E-02  .3244E+02 -.3771E+02   .9995543  .0295101 -.0045043
T  266  7 .1008236E+07   1000248E-02  .1346E+02 -.6414E+01   .9999958  .0011350 -.0026543
T  267  7 .1015454E+07   1000092E-02  .3208E+02  .1573E+02   .9999681  .0073971  .0030278
T  268  7 .1012438E+07   1000137E-02 -.4572E+01  .3788E+01   .9999829 -.0039993  .0042675
T  269  7 .1012917E+07   1000790E-02  .1834E+02  .7517E+01   .9999672  .0074015  .0032968
T  270  7 .1009090E+07   1000231E-02 -.5634E+01 -.1293E+02   .9999696  .0047833 -.0061624
T  271  7 .1010105E+07   1000394E-02 -.1259E+01  .1086E+02   .9999996 -.0004227 -.0007771
T  272  7 .1014257E+07   1000334E-02  .3168E+01  .5118E+02   .9999293  .0026869  .0115849
T  273  7 .1007904E+07   1000734E-02 -.3268E+02  .2510E+02   .9998759 -.0154169  .0032553
T  274  7 .1016954E+07   1000630E-02  .1317E+02  .3345E+02   .9999899  .0044948  .0002226
T  275  7 .1012238E+07   1000323E-02 -.2311E+02  .4192E+01   .9999882 -.0048434  .0002392
T  276  7 .1006594E+07   1000633E-02  .1877E+02  .1988E+02   .9999852  .0035656  .0041200
T  277  7 .1008976E+07   1000560E-02  .1037E+02  .5479E+01   .9999972  .0021978 -.0009039
T  278  7 .1011056E+07   1000039E-02  .1195E+02 -.1425E+02   .9999937  .0013367 -.0032969
T  279  7 .1007288E+07   1000779E-02  .8296E+01  .3362E+01   .9999953  .0016998 -.0025590
T  280  7 .1006995E+07   1000385E-02  .6526E+01 -.2869E+02   .9999159 -.0046097 -.0121199
T  281  7 .1013666E+07   1000610E-02  .1932E+03 -.1102E+03   .9995356  .0258644 -.0161116
T  282  7 .1012979E+07   1000362E-02 -.1625E+02 -.1063E+02   .9999954 -.0028273 -.0011007
T  283  7 .1006543E+07   1000059E-02 -.7374E+01  .1662E+02   .9999320 -.0035696  .0111017
T  284  7 .1018510E+07   1000752E-02  .8994E+01 -.1128E+02   .9999488 -.0054446 -.0085275
T  285  7 .1012182E+07   1000810E-02  .1575E+02  .7159E+01   .9999867  .0051489  .0001208
T  286  7 .1009931E+07   1000342E-02 -.1338E+02 -.4659E+02   .9998842 -.0059441 -.0140073
T  287  7 .1016166E+07   1000049E-02 -.6956E+00  .3752E+01   .9999987 -.0015978  .0003242
T  288  7 .1014145E+07   1000568E-02  .3556E+02  .1178E+02   .9999861  .0045226  .0027054
T  289  7 .1007000E+07   1000346E-02  .2811E+02  .7838E+01   .9999863  .0049469 -.0016911
T  290  7 .1015522E+07   1000732E-02  .1106E+02 -.2601E+02   .9999977 -.0007916 -.0020005
T  291  7 .1010395E+07   1000787E-02 -.2795E+02 -.2379E+02   .9998755 -.0118873 -.0103752
T  292  7 .1009665E+07   1000650E-02  .2293E+01  .5373E+02   .9999604  .0040994  .0079014
T  293  7 .1007284E+07   1000106E-02 -.1442E+02  .1374E+02   .9999691 -.0070999  .0033780
T  294  7 .1017615E+07   1000649E-02 -.2194E+02  .3536E+02   .9999568 -.0008611  .0092538
T  295  7 .1012667E+07   1000388E-02  .9531E+01  .2238E+02   .9999932 -.0006152  .0036387
T  296  7 .1011687E+07   1000539E-02  .1453E+02 -.1021E+02   .9999873  .0036558 -.0034598
T  297  7 .1011413E+07   1000343E-02 -.4288E+02  .4704E+02   .9999198 -.0077417  .0100225
T  298  7 .1008460E+07   1000777E-02 -.2092E+02 -.6419E+01   .9999985 -.0015692  .0007730
T  299  7 .1015760E+07   1000545E-02  .1745E+02  .1028E+02   .9999921  .0039168 -.0006060
T  300  7 .1006380E+07   1000400E-02  .4406E+02  .7656E+01   .9999001  .0133548  .0046307
T  301  7 .1014419E+07   1000793E-02 -.3814E+02 -.2981E+02   .9999646 -.0052862 -.0065525
T  302  7 .1015211E+07   1000708E-02  .1413E+02 -.3419E+01   .9999943  .0026873  .0020358
T  303  7 .1008190E+07   1000381E-02  .1944E+00  .3295E+02   .9999848  .0023096  .0050023
T  304  7 .1012531E+07   1000764E-02  .3780E+01  .1473E+02   .9999997  .0007951  .0002336
T  305  7 .1007170E+07   1000031E-02 -.5004E+01 -.3709E+01   .9999963 -.0025721  .0009001
T  306  7 .1013877E+07   1000065E-02  .2438E+02 -.2667E+02   .9999833  .0055948 -.0014176
T  307  7 .1013003E+07   1000438E-02  .1588E+02  .1835E+02   .9999894  .0028769  .0036041
T  308  7 .1009048E+07   1000595E-02  .2226E+02  .1664E+02   .9999823  .0055406  .0021705
T  309  7 .1010168E+07   1000804E-02 -.9933E+01 -.2065E+02   .9999791 -.0063599 -.0011880
T  310  7 .1005843E+07   1000742E-02 -.2083E+02 -.6249E+01   .9999931 -.0035983 -.0008738
T  311  7 .1014296E+07   1000404E-02 -.4672E+01 -.2597E+02   .9999946 -.0011465 -.0030648
T  312  7 .1015651E+07   1000351E-02 -.2707E+01 -.8663E+01   .9999921  .0026147 -.0029968
T  313  7 .1008734E+07   1000318E-02  .7919E+00 -.8461E+01   .9999977 -.0020632 -.0005945
T  314  7 .1011156E+07   1000155E-02 -.4956E+00 -.3387E+01   .9999985 -.0003268 -.0016851
T  315  7 .1007971E+07   1000358E-02 -.9511E+01  .1179E+02   .9999186 -.0126744  .0014963
T  316  7 .1006302E+07   1000064E-02  .1564E+02  .1412E+02   .9999840 -.0038412 -.0041563
T  317  7 .1013476E+07   1000439E-02  .8006E+01 -.2319E+02   .9999730  .0025267 -.0068972
T  318  7 .1011892E+07   1000355E-02 -.6808E+01  .1468E+01   .9999995 -.0005750 -.0008010
T  319  7 .1018114E+07   1000669E-02 -.2384E+02 -.3854E+02   .9999090 -.0084055 -.0105512
T  320  7 .1012125E+07   1000797E-02  .1490E+02 -.1766E+01   .9999995  .0008929  .0005476
T  321  7 .1009480E+07   1000104E-02  .1464E+02  .9056E+01   .9999830  .0043199  .0039221
T  322  7 .1006403E+07   1000684E-02  .1221E+02  .1248E+01   .9999981  .0015593 -.0011804
T  323  7 .1007124E+07   1000607E-02 -.1947E+02  .2172E+02   .9999864 -.0014103 -.0050139
T  324  7 .1015138E+07   1000691E-02 -.8625E+01 -.2314E+02   .9999783  .0047222 -.0045931
T  325  7 .1012944E+07   1000542E-02  .1592E+02  .3152E+02   .9999790  .0040008  .0051040
T  326  7 .1020217E+07   1000644E-02 -.6051E+01  .3130E+02   .9999963 -.0004410  .0026670
T  327  7 .1018960E+07   1000697E-02  .1212E+02  .1953E+01   .9999992 -.0012913  .0001125
T  328  7 .1018360E+07   1000687E-02 -.5629E+01  .1531E+02   .9999863 -.0049137  .0017906
T  329  7 .1015111E+07   1000064E-02 -.1373E+01 -.1396E+02   .9999905  .0021467 -.0037883
T  330  7 .1011829E+07   1000721E-02 -.1661E+02 -.9030E+01   .9999934 -.0036232  .0003703
T  331  7 .1010039E+07   1000612E-02 -.1881E+02  .1127E+02   .9999902 -.0029334  .0033242
T  332  7 .1012756E+07   1000462E-02  .2401E+01  .5284E+02   .9999643 -.0042436  .0073137
T  333  7 .1000980E+07   1000559E-02  .1093E+03  .2193E+03   .9992690  .0145209  .0353627
T  334  7 .1009407E+07   1000517E-02 -.7123E+01  .8640E+01   .9999987 -.0012333  .0010831
T  335  7 .1012151E+07   1000639E-02 -.1608E+02  .4876E+01   .9999763 -.0050802  .0046556
T  336  7 .1008767E+07   1000085E-02  .1107E+02 -.2137E+02   .9982416  .0565699 -.0177068
T  337  7 .1012462E+07   1000277E-02  .1414E+02  .6161E+00   .9999970  .0024009  .0005110
T  338  7 .1012855E+07   1000393E-02 -.2090E+02  .1227E+02   .9999725  .0017859 -.0071937
T  339  7 .1002195E+07   1000713E-02  .1180E+02 -.8333E+01   .9999811  .0058280 -.0019456
T  340  7 .1017525E+07   1000126E-02  .2328E+02 -.1328E+02   .9999572  .0069354 -.0061291
T  341  7 .1011847E+07   1000005E-02  .7084E+01  .2231E+02   .9999957  .0016687  .0024255
T  342  7 .1006046E+07   1000375E-02 -.1323E+02  .2502E+02   .9999502 -.0053485  .0084205
T  343  7 .1015063E+07   1000212E-02 -.6756E+01  .9176E+01   .9999910 -.0041986  .0006818
T  344  7 .1008265E+07   1000346E-02  .4187E+02  .2394E+02   .9999363  .0095950  .0059398
T  345  7 .1011977E+07   1000311E-02  .1563E+02 -.1666E+02   .9999967 -.0005506 -.0025253
T  346  7 .1009398E+07   1000571E-02  .1018E+02 -.1655E+00   .9999891  .0037599  .0027606
T  347  7 .1015566E+07   1000691E-02  .2656E+02 -.1371E+02   .9999834  .0055873 -.0014315
T  348  7 .1006379E+07   1000584E-02  .3956E+02 -.5199E+02   .9999045  .0101458 -.0093803
T  349  7 .1009462E+07   1000414E-02 -.2538E+02  .1392E+02   .9999359 -.0100775  .0051658
T  350  7 .1015515E+07   1000673E-02  .7392E+01  .6587E+01   .9998878  .0146606  .0030843
T  351  7 .1017613E+07   1000436E-02 -.4195E+00 -.1430E+01   .9999915  .0037909 -.0016106
T  352  7 .1006180E+07   1000340E-02 -.4688E+01  .1876E+02   .9999734 -.0032412  .0065313
T  353  7 .1013557E+07   1000121E-02 -.2956E+01  .7241E+01   .9999937  .0012401  .0033214
T  354  7 .1004723E+07   1000346E-02  .1208E+02  .5696E+01   .9999877  .0047635 -.0013597
T  355  7 .1014430E+07   1000334E-02 -.2775E+00 -.3581E+01   .9999931  .0021841  .0029922
T  356  7 .1012334E+07   1000406E-02 -.1660E+02 -.2143E+02   .9999664 -.0012076 -.0081058
T  357  7 .1010520E+07   1000551E-02 -.1613E+02  .2263E+02   .9999621 -.0009066  .0086639
T  358  7 .1014527E+07   1000380E-02 -.1075E+03  .3213E+02   .9992830 -.0378271 -.0016397
T  359  7 .1014602E+07   1000782E-02 -.1846E+02  .1050E+01   .9999882 -.0043025  .0022430
T  360  7 .1010300E+07   1000429E-02  .1825E+02  .9722E+01   .9999933  .0036652  .0000817
T  361  7 .1014846E+07   1000034E-02 -.1741E+02  .1592E+01   .9999964 -.0023547 -.0013024
T  362  7 .1013162E+07   1000567E-02 -.7959E+01  .5930E+01   .9999982 -.0011932  .0014410
T  363  7 .1007700E+07   1000725E-02  .2624E+02 -.7250E+01   .9999210  .0125630 -.0004604
T  364  7 .1010519E+07   1000678E-02  .9691E+01  .1029E+02   .9999979 -.0014484  .0014666
T  365  7 .1006466E+07   1000627E-02 -.8171E+02 -.6608E+02   .9976919 -.0458430 -.0500933
T  366  7 .1014826E+07   1000231E-02 -.1746E+02 -.1021E+02   .9999811  .0026234 -.0055641
T  367  7 .1008727E+07   1000562E-02  .3556E+02 -.7143E+01   .9999325  .0116007 -.0007039
T  368  7 .1009406E+07   1000452E-02  .5642E+02 -.1994E+03   .9979408  .0192798 -.0611757
T  369  7 .1015948E+07   1000665E-02  .3119E+02 -.3219E+02   .9999739  .0062065 -.0037014
T  370  7 .1010410E+07   1000650E-02  .3782E+02  .4356E+02   .9999434  .0064441  .0084614
T  371  7 .1006645E+07   1000464E-02 -.1181E+02  .4853E+01   .9999964  .0004303  .0026361
T  372  7 .1012631E+07   1000782E-02  .1435E+02  .2361E+01   .9999987  .0014553 -.0006700
T  373  7 .1013600E+07   1000758E-02  .2278E+02 -.3953E+01   .9999963 -.0008657  .0025705
T  374  7 .1007021E+07   1000729E-02 -.3907E+02 -.3609E+02   .9999818 -.0040174 -.0045107
T  375  7 .1005654E+07   1000637E-02  .1127E+02 -.2491E+01   .9999997 -.0008292 -.0000963
T  376  7 .1016331E+07   1000558E-02 -.1154E+02  .1309E+01   .9999926  .0025626  .0028549
T  377  7 .1006428E+07   1000810E-02 -.2201E+01  .1806E+01   .9999990 -.0013460  .0004148
T  378  7 .1014321E+07   1000670E-02 -.2889E+02 -.3394E+02   .9999677 -.0021253 -.0077515
T  379  7 .1006756E+07   1000359E-02  .2258E+02  .9023E+01   .9999828  .0047977  .0033682
T  380  7 .1008928E+07   1000611E-02  .2206E+01 -.4105E+01   .9999976  .0019036 -.0010800
T  381  7 .1010530E+07   1000743E-02 -.1487E+02 -.1866E+00   .9999928 -.0037885 -.0000304
T  382  7 .1007663E+07   1000315E-02 -.1782E+02 -.9732E+00   .9999985 -.0013074 -.0011219
T  383  7 .1008998E+07   1000076E-02  .2423E+02  .6286E+01   .9999624  .0085972  .0011631
T  384  7 .1015039E+07   1000713E-02  .5127E+01  .1774E+02   .9999899  .0014041  .0042704
T  385  7 .1012059E+07   1000036E-02 -.3072E+02  .6031E+01   .9999404 -.0105757  .0027294
T  386  7 .1009719E+07   1000029E-02  .1460E+02 -.8426E+01   .9999889  .0040033 -.0024738
T  387  7 .1011137E+07   1000034E-02  .3765E+02 -.2240E+02   .9999224  .0096003 -.0079342
T  388  7 .1011568E+07   1000527E-02 -.1532E+02 -.1819E+02   .9999958 -.0020148 -.0020840
T  389  7 .1010978E+07   1000107E-02 -.1017E+01  .5519E+01   .9999969  .0009078  .0023150
T  390  7 .1010932E+07   1000710E-02 -.2561E+02  .2488E+02   .9999660 -.0053196  .0062930
T  391  7 .1013412E+07   1000354E-02 -.3258E+02 -.1342E+02   .9999763 -.0059624 -.0034412
T  392  7 .1006540E+07   1000596E-02 -.1609E+02  .2877E+02   .9998731 -.0099035  .0124793
T  393  7 .1005563E+07   1000529E-02 -.2076E+01 -.1811E+02   .9999639  .0004513 -.0084904
T  394  7 .1012955E+07   1000235E-02  .1992E+01 -.1788E+01   .9999930  .0002945 -.0037195
T  395  7 .1017021E+07   1000761E-02  .3617E+02  .1362E+01   .9999558  .0093314 -.0011408
T  396  7 .1013780E+07   1000604E-02  .2646E+02  .6788E+02   .9998771  .0034673  .0152904
T  397  7 .1010668E+07   1000300E-02  .1855E+02  .6784E+02   .9999611 -.0007312  .0087941
T  398  7 .1006874E+07   1000403E-02 -.2722E+03  .6905E+02   .9986557 -.0500732  .0133956
T  399  7 .1015607E+07   1000348E-02 -.2859E+02  .2777E+02   .9999198 -.0045923  .0118058
T  400  7 .1008210E+07   1000523E-02  .6216E+01  .1662E+02   .9999679  .0036618  .0071326
T  401  7 .1012222E+07   1000229E-02 -.6585E+01  .1447E+02   .9999984  .0006840  .0016357
T  402  7 .1015743E+07   1000218E-02 -.9807E+01  .1615E+01   .9999891 -.0018595  .0042801
T  403  7 .1013325E+07   1000125E-02 -.8566E+01  .3632E+02   .9999833  .0002182  .0057739
T  404  7 .1007755E+07   1000448E-02 -.6757E+00  .9019E+01   .9999566 -.0086790  .0033759
T  405  7 .1004790E+07   1000487E-02  .8641E+01  .3365E+01   .9999934  .0033890  .0013228
T  406  7 .1008741E+07   1000205E-02 -.6513E+01  .2846E+02   .9999883 -.0006572  .0047945
T  407  7 .1016921E+07   1000488E-02  .2750E+02  .2946E+02   .9999171  .0080369  .0100570
T  408  7 .1003313E+07   1000161E-02 -.9804E+01  .9273E+01   .9999995 -.0010353 -.0000128
T  409  7 .1006540E+07   1000407E-02 -.5489E+02  .1118E+02   .9998676 -.0162670  .0002601
T  410  7 .1005709E+07   1000730E-02 -.1128E+02 -.7279E+01   .9999960 -.0020608  .0019383
T  411  7 .1006557E+07   1000669E-02 -.1438E+02  .2118E+01   .9999937  .0028366 -.0021356
T  412  7 .1013330E+07   1000427E-02 -.3703E+02  .6509E+02   .9994072 -.0131988  .0317970
T  413  7 .1014839E+07   1000741E-02  .4353E+02 -.2078E+01   .9999451  .0104763 -.0003251
T  414  7 .1007005E+07   1000467E-02  .1035E+02 -.9448E+01   .9999851  .0052999 -.0013031
T  415  7 .1004508E+07   1000806E-02 -.9806E+01 -.7453E+01   .9999952 -.0030515  .0005621
T  416  7 .1014273E+07   1000375E-02 -.5442E+00 -.2444E+01   .9999799  .0058445  .0024477
T  417  7 .1008165E+07   1000722E-02  .3905E+01  .1204E+02   .9999967 -.0001737  .0025442
T  418  7 .1008235E+07   1000444E-02  .6539E+01 -.1453E+02   .9999882  .0003654 -.0048360
T  419  7 .1008536E+07   1000500E-02 -.3229E+01  .8735E+01   .9999981  .0015124  .0012369
T  420  7 .1012053E+07   1000722E-02  .1664E+02  .2505E+02   .9999856  .0053216 -.0007318
T  421  7 .1011651E+07   1000072E-02  .3682E+01  .4756E+02   .9999509 -.0012828  .0098252
T  422  7 .1004678E+07   1000278E-02  .5859E+02  .1177E+03   .9995703  .0143444  .0255610
T  423  7 .1012196E+07   1000792E-02  .1501E+02 -.1269E+02   .9999979  .0012514 -.0016249
T  424  7 .1014606E+07   1000542E-02 -.1036E+02  .1649E+02   .9999877 -.0030957  .0038836
T  425  7 .1011079E+07   1000622E-02  .2378E-01 -.1081E+02   .9999959  .0028514  .0002324
T  426  7 .1015029E+07   1000230E-02 -.3387E+02 -.1025E+02   .9999428  .0013204 -.0106100
T  427  7 .1018975E+07   1000330E-02  .2367E+02 -.2916E+02   .9999584  .0047018 -.0078197
T  428  7 .1012466E+07   1000341E-02 -.1087E+02 -.1125E+02   .9999808 -.0053827 -.0030812
T  429  7 .1016212E+07   1000642E-02  .2052E+02  .5749E+01   .9999910  .0041739 -.0007420
T  430  7 .1008979E+07   1000397E-02 -.2498E+02 -.5831E+01   .9999808 -.0060277 -.0014439
T  431  7 .1007806E+07   1000486E-02 -.3024E+02  .1543E+01   .9999955 -.0020357  .0022237
T  432  7 .1008490E+07   1000160E-02 -.5487E+01  .8803E+00   .9999661 -.0012392  .0081356
T  433  7 .1003617E+07   1000279E-02  .2804E+02 -.3457E+01   .9999757  .0065695 -.0023387
T  434  7 .1010301E+07   1000731E-02 -.3487E+02  .1369E+02   .9999697 -.0060755  .0048620
T  435  7 .1012310E+07   1000123E-02 -.1311E+02 -.1586E+01   .9999881 -.0047703 -.0009769
T  436  7 .1005846E+07   1000491E-02 -.7796E+01  .1302E+01   .9999984 -.0003130 -.0017331
T  437  7 .1014114E+07   1000148E-02 -.4073E+02  .2190E+02   .9999689 -.0070043  .0036355
T  438  7 .1008957E+07   1000793E-02  .1932E+02 -.5184E+01   .9999881  .0048643  .0003042
T  439  7 .1009819E+07   1000497E-02 -.1801E+02 -.1201E+02   .9999938 -.0026478 -.0023411
T  440  7 .1017139E+07   1000724E-02  .1908E+02 -.4430E+02   .9999951  .0012616 -.0028565
T  441  7 .1011035E+07   1000754E-02 -.1387E+02  .2036E+02   .9999955 -.0016374  .0025089
T  442  7 .1009661E+07   1000503E-02  .1580E+02 -.7823E+01   .9999975  .0022068  .0003149
T  443  7 .1010166E+07   1000007E-02  .6924E+01  .1195E+02   .9999772  .0006080  .0067311
T  444  7 .1010169E+07   1000203E-02  .1596E+02 -.1102E+02   .9999742  .0069944 -.0016507
T  445  7 .1014264E+07   1000084E-02 -.1035E+02  .8358E+01   .9999736 -.0072233  .0008330
T  446  7 .1006469E+07   1000277E-02 -.7214E+01 -.5357E+00   .9999932 -.0024693 -.0027395
T  447  7 .1014941E+07   1000570E-02 -.1039E+02 -.3247E+02   .9999612 -.0053972 -.0069593
T  448  7 .1008180E+07   1000440E-02  .7370E+01  .3062E+02   .9999685  .0032024  .0072608
T  449  7 .1011111E+07   1000462E-02 -.7124E+01 -.1601E+00   .9999991  .0012401  .0005744
T  450  7 .1015454E+07   1000278E-02  .1098E+02 -.4691E+02   .9999787 -.0009687 -.0064613
T  451  7 .1010526E+07   1000007E-02 -.2350E+01 -.1250E+02   .9999879  .0040659 -.0027764
T  452  7 .1012689E+07   1000292E-02  .1101E+03 -.1738E+02   .9997923  .0197707 -.0049375
T  453  7 .1009887E+07   1000680E-02  .2517E+02 -.1059E+02   .9999704  .0076936 -.0002118
T  454  7 .1011673E+07   1000683E-02 -.1783E+02  .1520E+02   .9999887 -.0046420  .0010487
T  455  7 .1013475E+07   1000671E-02  .2046E+01 -.1222E+02   .9999946  .0013161 -.0030054
T  456  7 .1010527E+07   1000771E-02 -.9837E+01 -.2055E+02   .9999905 -.0020641 -.0038391
T  457  7 .1013170E+07   1000136E-02  .1080E+02 -.2717E+02   .9999838 -.0018847 -.0053774
T  458  7 .1007561E+07   1000790E-02 -.2089E+02 -.9758E+01   .9999708 -.0074065 -.0018820
T  459  7 .1008114E+07   1000579E-02 -.9637E+01  .3231E+02   .9999596 -.0071991  .0053760
T  460  7 .1015509E+07   1000125E-02  .1417E+02  .1299E+02   .9999936  .0032546  .0014862
T  461  7 .1016319E+07   1000550E-02  .3509E+01 -.2267E+02   .9998753  .0113841 -.0109471
T  462  7 .1016817E+07   1000123E-02  .1649E+02 -.8804E+01   .9999502  .0089405 -.0044357
T  463  7 .1013768E+07   1000743E-02  .3421E+02 -.2069E+02   .9994894  .0237836 -.0213394
T  464  7 .1011279E+07   1000402E-02  .2179E+02  .2149E+02   .9999685  .0071906  .0033525
T  465  7 .1016007E+07   1000541E-02 -.4318E+02  .4004E+02   .9998861 -.0102959  .0110318
T  466  7 .1014139E+07   1000149E-02  .7738E+00 -.3818E+01   .9999753  .0011424 -.0069331
T  467  7 .1016536E+07   1000810E-02 -.1177E+02 -.2720E+02   .9999989  .0000771 -.0014938
T  468  7 .1004651E+07   1000430E-02 -.4256E+01  .1023E+03   .9998939 -.0002185  .0145657
T  469  7 .1012191E+07   1000806E-02 -.3663E+01 -.1015E+02   .9999415 -.0047118 -.0097328
T  470  7 .1012962E+07   1000747E-02 -.1545E+02 -.1171E+01   .9999988 -.0013849 -.0006528
T  471  7 .1008658E+07   1000623E-02  .2074E+02 -.3871E+01   .9999726  .0068954 -.0027037
T  472  7 .1011089E+07   1000793E-02  .5563E+01  .1871E+02   .9999993 -.0011490 -.0000454
T  473  7 .1009012E+07   1000507E-02  .1963E+02 -.7505E+02   .9999377  .0000286 -.0111624
T  474  7 .1012021E+07   1000183E-02 -.1335E+02 -.1335E+02   .9999978 -.0007810 -.0019510
T  475  7 .1005838E+07   1000692E-02 -.1012E+02  .1152E+02   .9999804 -.0041170  .0047138
T  476  7 .1012157E+07   1000149E-02  .4239E+01 -.1887E+02   .9999921  .0027720 -.0028398
T  477  7 .1011266E+07   1000417E-02  .7534E+01  .1638E+02   .9999955  .0017272  .0024410
T  478  7 .1006881E+07   1000763E-02  .3828E+02 -.2247E+02   .9999741  .0057587 -.0043092
T  479  7 .1011151E+07   1000126E-02 -.4281E+01  .3531E+02   .9999847  .0008886  .0054513
T  480  7 .1016237E+07   1000430E-02 -.6682E+00 -.1119E+02   .9999997  .0007285  .0002160
T  481  7 .1007908E+07   1000149E-02 -.2949E+01 -.1774E+02   .9999828 -.0040086 -.0042820
T  482  7 .1007160E+07   1000563E-02 -.1352E+02 -.8621E+01   .9998255 -.0015319 -.0186205
T  483  7 .1014143E+07   1000562E-02 -.7341E+01  .1465E+02   .9999647  .0011971  .0083161
T  484  7 .1011370E+07   1000654E-02  .2662E+02 -.4979E+01   .9999749  .0070857  .0001852
